Tweet,Label
"sudah memaksa, lalu mau marah.",Anger
"bangsat, aku seperti orang gila galauin cowok orang.",Anger
nanti mereka keluarkan saja pernyataan minta maaf dan daftar alasan bodoh itu. seperti biasa.,Anger
emosi sekali lihatnya.,Anger
"pagi-pagi sudah ada uwu-uwu, bangsat, males sekali.",Anger
"harusnya bisa lebih bijak, tapi efek booster dan kecapekan jadinya meluapkan emosi sendiri. tidak bisa kontrol diri.",Anger
"bangsat, tahu saja lagi kamu.",Anger
"meskipun jengkel maksimal, tetap ada di tengah-tengah, ada dua kaki yang terus berusaha diseimbangkan. kamu sudah berusaha baik, tetap semangat, cuma, lebih objektif dan bijak saja. jangan mau dibodohi satu pihak. ini hidupmu, kamu berhak bahagia. jangan tidak bahagia demi membahagiakan orang lain.",Anger
"aku sebagai yang pernah dan juga berusaha untuk tidak panik, kasih tahu teman-teman yang lain untuk langsung swab, antigen dulu saja. ternyata, dia prank doang. aku emosi sekali. akhirnya semua stiker kata-kata mutiara aku keluarkan. aku marah-marah di grup. karena tidak lucu bercandaannya.",Anger
akhir pekan rusak. capek sekali jadi pendukungmu ini.,Anger
memang kamu punya agama? benci sekali sama yang berbau islam begitu.,Anger
"jijik. kamu menjadi pembohong untuk menutupi fakta bahwa kamu ini, selain baperan, juga bodoh. ini adalah perbuatan paling menjijikkan yang dapat dilakukan manusia. ngaku panteis, bohong. ngaku mengikuti astronomi, bohong. pembohong.",Anger
"bukan pick me, tapi dijamin emosi.",Anger
"kalau main tiktok bikin kamu jadi orang bodoh, tidak beradab, tidak tahu toleransi, lebih baik berhenti main tiktok. hanya karena konten jadi kehilangan sikap.",Anger
"pasanganmu cuma parasit, tidak kerja tapi menambah beban. cuma numpang hidup saja, bodoh.",Anger
"haha, fans attack on titan marah gara-gara kalah peringkat sama sono bisque doll.",Anger
"mimpi kok bikin emosi orang, bikin lapar lagi. pokoknya makan. selamat pagi, semangat akhir pekan.",Anger
"ruhut, kader terbaik dalam hal menjilat, bodoh dipelihara, tidak punya urat malu.",Anger
"baru kemarin ketemu spesies seperti ini. dia ngomong keras sekali sampai sekelas dengar. aku balas, emosi sekali aku.",Anger
kayaknya ini sudah lama sekali aku tidak marah-marah habis baca fanfiction.,Anger
dikira kaget bisa menyelesaikan masalah anggaran yang membengkak?,Anger
kaget saja tidak berguna sekali.,Anger
"kasihan teman acara ulang tahun, kemarin ditunda gara-gara kontak positif. setelah ditunda, banyak yang pamit minta maaf tidak bisa datang tanpa alasan. bilang saja tidak percaya vaksin, jangan pura-pura.",Anger
ngentot cacat semua.,Anger
"malaysia, tokey besar jadi payung orang politik. makanya mau menekan harga barang saja takut. tokey besar kasih komisi banyak ke orang politik. proyek besar pun dekat dengan tokey besar.",Anger
"iyalah, aku yakin seratus persen pas aku ribut sama akun itu, dia ada dm ngaku-ngaku mantanku. tujuannya apa coba kalau bukan jualan cerita palsu. babi benar orang itu.",Anger
"profesor seperti ini, saya resign saja dari kampus, bikin malu almamater.",Anger
kalau kita tidak membangun apakah lebih kaya? kalian khawatir indonesia akan dapat dana besar dari timur tengah? takut indonesia maju? susah kalau bodoh.,Anger
"lebay sekali nangis sampai tersedu-sedu seperti diapakan orang, malu sekali.",Anger
"palu kamu kira kuli, bodoh.",Anger
"anjir, akun ini gila, bodoh, dongo, bikin aku kaget saja.",Anger
ini maksudnya malu malu atau malu palu sih? yang jelas dong.,Anger
"ngeri sekali, tidak tahu malu, bodoh.",Anger
tidak kaget kalau tahu pendukung gubernur kafir.,Anger
"rakyat sudah ribut dari kemarin, lalu dpr baru kaget sekarang. mereka digaji dengan uang rakyat, kemarin ngapain saja? bukannya dpr harusnya check and balances? bikin emosi.",Anger
"sudah lah, ngaku saja siapa yang membekingi bupati ini. tidak takut dihisab panitia hari akhir?",Anger
"aku butuh kepastian, bukan harapan palsu.",Anger
"tetangga yang aku anggap dekat sekali karena sangat baik dan royal, ternyata terlibat investasi bodong hampir satu miliar. jadi takut karena banyak orang datang dan dm aku mencari informasi. malas sekali.",Anger
"lihat-lihat tweet, jangan kaget, jangan anggap alay, namanya juga bot, jangan menyesal sudah baca, nanti aku kasih fan service.",Anger
gerombolan penjilat tidak tahu malu.,Anger
"anjing, kaget, cara mengetikmu minta ditabok apa bagaimana?",Anger
malu sekali.,Anger
"makanya baca, itu disuruh gembira berarti jangan panik. kalau panik imun turun. tanyalah yang ahli. orang gembira supaya imun bagus apa sebaliknya? bikin kesel saja.",Anger
"jangan bikin aku panik dan jangan ganggu kalau moodku tidak bagus, bisa?",Anger
"sok kaget, dasar beban.",Anger
"jangan bikin orang khawatir, napa sih.",Anger
"pejabat kaget itu budaya kumpulan orang-orang bodoh bermain drama, prestasi menjilat, korupsinya tidak kira-kira.",Anger
"sudah aku tebak dari kemarin, aku khawatir mereka bakal turun dan benar saja turun. terus ini aku jual produknya bagaimana? pagi pakai mocha, siang pakai dahlia, sore sweet, malam romantic, bingung sendiri.",Anger
"pakai pura-pura kaget segala, sok iya.",Anger
"tolong adakan fitur unsend, aku malu sekali.",Anger
"ketularan jadi tukang bohong semua mereka, tidak punya malu, muka tembok.",Anger
"kemarin haha hihi, sekarang mau simpan permanen portalnya error, panik dan kesel.",Anger
"semua hobinya kaget, jengkel.",Anger
"aku yang panik masalahnya, bangsat.",Anger
"dalam hati panik juga, anjing, bodoh.",Anger
"halah, ngaku saja tidak usah malu-malu, dasar munafik.",Anger
ajukan saja kenapa takut mencoba? ragu? mundur saja.,Anger
"siapa tahu lewat timeline twitter anaknya, biar malu orang itu, makhluk tidak tahu diri.",Anger
"07 februari 2022, hari terburuk. aku dijatuhkan di depan jalanan, dilihat banyak orang, sakit dan malu sekali.",Anger
"baru sekarang semua bikin gerakan cuci tangan? belajar dulu sana sama dokter odgj, tidak tahu malu bangsa ini.",Anger
tiba-tiba takut sekali. iri kan kamu tidak bisa seperti itu? makanya jangan gatal.,Anger
kemana saja kalian? kok baru kaget sekarang?,Anger
"kok bisa-bisanya kaget, bukannya kamu yang mengawasi?",Anger
"itu katanya palsu maskernya, mengecewakan.",Anger
"jangan malu minta foto asli, jaminan cocok atau tidak. daripada datang kecewa beda foto, zaman sekarang aplikasi edit foto sudah jahat sekali.",Anger
"yang fungsinya mengawasi pemerintahan saja baru kaget sekarang, padahal rakyat sudah teriak dari kemarin. makin miris, makin berantakan negeri ini.",Anger
"tetap saja aku masih tidak terima, maksudmu apa tadi buka baju? kaget sekali.",Anger
tidak usah pura-pura kaget. bikin jengkel.,Anger
"berita buruk, mereka semakin eksis dan tidak punya malu sama sekali. jangan sampai anak cucu aku seperti ini, najis.",Anger
tidak tahu malu.,Anger
"gaduh dengan tetangga sendiri, entahlah. akhirnya, muka aku yang setiap hari kau lihat dari bengkel itu. jangan terlalu benci, takut nanti kamu sendiri yang cari aku balik.",Anger
"yang bawah raja palsu, bikin emosi.",Anger
"kamu cuma kaget-kagetan, ayamku juga bisa kaget, idiot sekali.",Anger
"kalian pernah mimpi orang random? lagi tidak mikir orang itu, mimpinya absurd dan terasa nyata. aneh sekali. apalagi kalau tidur kebangun gara-gara kaget atau suara bising.",Anger
"melihat kebodohan orang membuat ingin marah. sudah tahu ada gejala, bilang sakit tenggorokan. waktu tes positif malah kaget tidak ada gejala.",Anger
"yang membantai guru di perancis itu bukan jaringan teror, hanya karena anak pelaku memfitnah guru telah menggambar nabi. keji.",Anger
"itu rizki orang, kenapa dia urus. coba saja, apakah dia bisa dibayar ceramah sebesar itu? harusnya malu membicarakan penghasilan orang lain.",Anger
tidak tahu malu.,Anger
"anjing, kaget, bikin kesel.",Anger
"baru sekarang kaget, selama ini kemana saja?",Anger
"malu-maluin punya teman seperti kamu, idiot.",Anger
"malu-maluin sekali, sinyal begini, katanya cepat, ternyata tidak.",Anger
"takut kok sama sky, ancam saja gajinya bunda potong bulan depan, diam pasti, keki dengarnya.",Anger
"aku ptm 50% lagi, padahal sudah enak 100%.",Anger
"tidak ngotak. adiknya positif, ngajak diskusi tapi omongannya tidak enak. pintar saja tapi tidak ngerti psikologis orang.",Anger
"tahun 2024, semua bangsa ini pilih pks, agar indonesia bisa seperti syiria, irak, yaman, iran, afganistan. karena bosan kan kalau adem ayem saja.",Anger
"masalah datangnya nanti malam saja, jangan pagi-pagi.",Anger
"pjj lagi, padahal sudah enak ptm.",Anger
dikiranya uang jatuh dari langit.,Anger
"kalau mau enak, cari anak orang kaya saja.",Anger
"kalau mau tegakkan syariat, jangan setengah-setengah. orang seperti ini merusak citra poligami.",Anger
"rambut rontok, depresi, overthinking, kangen keluarga, merasa hancur. sekarang dia bahagia di atas kehancuran hidupku.",Anger
jadi anak yang tidak boleh bawa motor kemana-mana itu tidak enak.,Anger
dokter ngomongin pola pikir dan treatmentnya sebelah mana? aku masih hidup.,Anger
"nyesel vaksin ketiga, padahal badan kurang fit.",Anger
"pagi-pagi lihat orang bikin pie kelihatan enak, ternyata slime, jengkel.",Anger
nugget rebus tidak enak.,Anger
"kontrol diri sendiri, jangan minta cicip yang lain.",Anger
"debat cowok mikir enak saja, sudah lah capek.",Anger
"yang bisa wfh enak, sarkem mana bisa.",Anger
"tidak beli motor, tidak beli rumah cash, malah dibuat ribet.",Anger
lihat saja sudah panas.,Anger
facebook tidak enak banget.,Anger
"menikah tujuannya bahagia, bukan memenuhi tekanan keluarga.",Anger
"semua enaknya di suami, tidak enak di istri.",Anger
mau ngajak ribut? matcha enak sekali.,Anger
pagi-pagi buka twitter malah kesel.,Anger
"rakyat ini dibodohi, pejabat enak-enakan.",Anger
"mutajir, deketan saja biar enak nampolnya.",Anger
"aku kan pakai double puasa gelar, kenapa pada bilang semangat puasa, sakit hati.",Anger
sering update story setelah minjem duit.,Anger
susah banget lihat orang lain bahagia.,Anger
banyak pelakor.,Anger
"subuh-subuh ditelepon, disuruh pcr dan swab.",Anger
"mending hidup bahagia, tidak usah mikir hal tidak penting.",Anger
"udah semangat karena ada yang nyemangatin, sialan.",Anger
"kalau mau poligami ikuti sunah, tunggu istri pertama meninggal dan nikah dengan nenek-nenek.",Anger
"orang lain enak punya tempat curhat, aku tidak.",Anger
"kalau tidak dipinjami duit, tidak usah nyinyir.",Anger
"disuruh acara keluarga, padahal lagi tidak enak badan.",Anger
anak-anak dari keluarga bahagia kadang menyebalkan.,Anger
"kelihatan asik dari luar, padahal tidak tahu perjuangannya.",Anger
ayam ribut terus.,Anger
yang menyebarkan hoaks malah menuduh orang lain.,Anger
bodoh banget yang bilang sinetron tamat itu matiin rejeki orang.,Anger
"biasanya titip ke aku, sekarang ke ibu, malah ribet.",Anger
"tipe pembeli ribet, tinggal skip saja.",Anger
"tolong hargai, tidak semua orang suka postingan seperti itu.",Anger
"suka playing victim, umbar-umbar.",Anger
instagram suka tidak kasih notifikasi.,Anger
dengerin lagu sendiri cepat bosan.,Anger
"papa kenal, ternyata alex.",Anger
"risih, tidak suka yang terlalu berlebihan.",Anger
"pas sma tidak bawa uang saku, ogah naik ojol.",Anger
hargai perasaan fans.,Anger
"pengen marah, tmi ke orang yang naksir kamu.",Anger
"ngerjain revisi berat banget, males.",Anger
"kalau nitip itu sopan sedikit, jangan ribet.",Anger
heran sama orang yang suka nunda kerjaan tanpa alasan.,Anger
denger cerita begini keterlaluan.,Anger
"baik banget sampai orang suka minjem duit, minta jawaban.",Anger
"clingy, suka peluk-peluk, tidak jelas.",Anger
lucu cara ngomongnya kayak arashi.,Anger
"idih fiel jelek banget suka mleyotin orang, suka ngajak gelut pula, aneh.",Anger
"gue gak sanggup banget sama gacie, tumbalin saja ke zombie secara sukarela.",Anger
"kesel banget sama orang-orang kayak gini, capek jelasin.",Anger
"aku lumayan kesel sama jawabannya, jadi cuma ngangguk-ngangguk.",Anger
kesal karena suka menyerang love language gue.,Anger
"sekarang malah jadi ancaman buat cewek, catcalling itu freak.",Anger
gak abis pikir sama orang yang mikir selingkuh itu wajar.,Anger
"hari Jakarta Selatan membekas banget, jadi suka ngetik campur bahasa.",Anger
bodoh orang-orang yang suka pasang lampu led di mobil.,Anger
"kesal sama orang yang suka marah kalau aku gak ngabarin dulu, padahal dia sendiri begitu.",Anger
"heran video keluhan udah banyak, kok masih ada yang pasang begituan.",Anger
parfum ungu baunya kayak orang yang aku gak suka.,Anger
negara suka pecah fokus rakyat dengan isu baru.,Anger
"chenle gamau dihaluin, kesel banget.",Anger
paling males dapet message yang suka ditarik-tarik.,Anger
"jaman sma ada teman nipu bangga, kesel.",Anger
jangan follow second account aku kalau ig kamu dipegang cowokmu.,Anger
gak suka orang sembarangan naik kasur dalam keadaan kotor.,Anger
"temen sekolah gayanya sok kaya, padahal minta keringanan biaya.",Anger
kami suka kpop itu tulus.,Anger
kenapa sih orang suka banget memaksakan kehendak.,Anger
orang suka overthinking lalu ngajak-ngajak orang lain.,Anger
gemini plin plan banget.,Anger
risih twitter ada fitur aneh di timeline.,Anger
kenapa orang suka banget cari-cari salah aespa.,Anger
"selingkuh itu sadar, bukan khilaf.",Anger
gue gak suka dichat terus dengan pembahasan itu-itu saja.,Anger
gak paham kenapa army suka banget hate aespa.,Anger
kurir-kurir suka bawa-bawa paket orang buat hal tidak berguna.,Anger
"bagus untuk nampol sisi patriarki, suka adegan makan malam kantor yang cowoknya berantakan.",Anger
suka kesel sama yg terlalu pro banget ke artis tertentu.,Anger
"guru gue kaku banget, kesel.",Anger
kenapa harus ribet kalau ada orang asing posting tentang pramusim di indo.,Anger
tiap sabtu dibangunin ibu-ibu senam dengan speaker gede.,Anger
males banget orang yang cuma mau niruin.,Anger
"kesel, bisa-bisanya ngomong takut ditinggal, padahal harusnya aku yang merasa beruntung.",Anger
kanye suka ikut campur padahal tidak disebut.,Anger
"bingung sama cewek yang suka update jadi selingkuhan, merasa cantik?",Anger
"jends suka kasih info dadakan, kampus bikin keki.",Anger
"pernah bilang ke nayeon kalau temenku suka exo, goblok banget.",Anger
"alasan utamanya adalah karena sangat melokal. dari yang dia cover lagu cinta luar biasa, terus kalau ngomong indonesia itu sudah kayak orang indonesia. benar-benar yang kayak ini orang benar-benar orang korea tidak sih. terus juga warna kulitnya yang aku suka, beda saja gitu dia sama temannya yang lain.",Anger
"nenek sama mamaku nih, tapi kalau ada orang lagi ngomong kadang suka ikut jawab. heran banget.",Anger
ini twitter kenapa sih. suka banget ngeselin.,Anger
"bapak sialan ya, tidak bagus buat contoh. songong, bangsat, capek banget pasti punya bapak kayak gitu. arsen zeyeng, suka banget gaya lu bro sayang arsen banyak-banyak.",Anger
bangsat anjir pagi-pagi bikin emosi. kalau tidak suka anjing kenapa pelihara. tiap hari selalu dengar anjing nangis kena pukul. emosi. mending lu kasih orang deh tuh anjing daripada disiksa setiap hari. kesel ya tuhan dengarnya ikut sakit dengar anjing nangis.,Anger
"sejujurnya saya bukan tipe ceria, lebih suka diam. kalau tidak penting malas ngomong, tidak mau sok asik juga. tapi karena tuntutan peran, jadi sok baik deh. lucu banget maksain buat bermuka dua, kesel juga sebenarnya.",Anger
"eh buset gedeg banget bacanya anak setan lu pada. justru ini yang gue suka dari 2gether, ceritanya benar-benar nunjukin cinta ya cinta, bukan cuma tentang nafsu doang.",Anger
"jujur gue kesel banget sama anak kecil yang suka ketawa. sumber masalah, ketawanya nyebelin banget. walaupun dia dari desa yang orang-orangnya terbiasa ketawa karena keadaan, harusnya dia bisa ngatur mulutnya buat diam lah.",Anger
"suka banget menyengsarakan rakyat. kemarin ngotot tidak mau menaikkan ump, sekarang mau atur-atur iuran pekerja yang dipaksa potong dari gaji.",Anger
polos banget kamu. ada yang hate kamu malah kamu anggap bercanda. benar-benar tidak nyangka masih saja ada yang tidak suka sama orang baik seperti ini.,Anger
tidak suka banget kalau ujung-ujungnya kayak ngebandingin kerja keras orang. masing-masing orang sudah kerja keras sebisa mereka.,Anger
"suka banget ya dikasarin, giliran ditampar beneran nangis. dasar orang tidak jelas.",Anger
"sumpah benci banget kalau dibalasnya gini. iya sehat-sehat saja sekarang, merasa bersih, tapi dalam badan tidak ada yang tahu. apalagi kalau main sana-sini dan suka seks berisiko. masa sih tega mencelakai orang yang katanya lu sayang.",Anger
"buat pengirimnya, emang harus banget ya semua orang harus bisa bawa motor. kalau teman lo atau siapapun itu suka tidak tahu diri ya lo bilangin lah.",Anger
"lo aja kali yang terbebani. aneh, kalau tidak mau nolongin ya sudah tidak usah aneh banget sih lu. gue aja tidak terbebani, malah suka nawarin boncengan. kayak baru bisa naik motor aja monyet.",Anger
kan emang anjing si simon ini. chio emang sudah suka sama ibel tapi dia takut kalau jatuh cinta sama ibel bakal melakukan kesalahan yang sama kayak si simon.,Anger
"ramai banget mall. kenapa juga semua orang pergi ke mall hari sabtu. minggu saja sekalian. kasper keluh. ada lima belas menit mungkin mereka berputar cari tempat parkir. ini salah satu alasan kenapa kasper kurang suka menyetir di kota, susah sekali parkirannya.",Anger
"makanya tidak suka banget kalau sudah ikut campur, karena bukan bikin benar dan menenangkan, malah tambah awur-awuran. saya kehilangan rasa hormat kepada kamu sejak bertahun-tahun lalu. jadi diam saja.",Anger
"yang suka merusak tatanan, jangan dikasih ruang. wahabi lokal.",Anger
kalau bocah koar-koar kasih bukti saja biar diam. gue tidak suka kedamaian.,Anger
"tai banget ini sudah r9 mbak mas baru ngomong gini sekarang. kenapa tidak dari dulu sebelum event. pc suka disold out, tau-tau sedekah r1-r9 komplit ke influencer. maaf kalau jujur-jujuran prioritas fans adalah pc-nya, bukan produknya.",Anger
"tak jamin kasih rumah perumnas satu kalau lo bukan kelompok mereka. sudah kelihatan pki-nya di nkri nusantara. siapa sih yang suka teriak-teriak pki. ditanya pki-nya, eh tidak ada. diajak laporin ke polisi ya tidak ada. tapi jualan bakar bendera baru.",Anger
"amit-amit banget gila, kayak bangga banget tuh orang suka ngentot sana sini. kayak big rewards buat dia. sinting banget goblok.",Anger
rumit banget jadi orang. kalau tidak suka ya simpel keep saja. ribet banget hidupnya.,Anger
"sumpah ya tuhan, maaf banget. tapi semoga dia dapat balasan karma setimpal karena tidak adil dan suka nipu bawahannya.",Anger
"heran banget temanku kenapa suka ngajak gelut si anjing. sudah tahu lagi dijauhi, lagi tidak chat-an, berarti aku lagi menghindari percekcokan. kok malah nyari ribut.",Anger
"caranya gimana ya biar teman-teman ekstrakurikuler tidak pakai kelas pengirim buat jadi ruang pertemuan. sudah ditegur wali kelas, masih bandel banget. mana kalau pakai tidak izin, terus kelasnya dikotorin, kipas juga tidak dimatikan. sebel liatnya.",Anger
benar banget. cancel culture dan pembenaran diri sendiri ala sjw zaman sekarang benar-benar sudah di tahap sangat menjijikan. tidak beda jauh sama orang-orang di jalan yang suka main hakim sendiri sampai bikin nyawa orang melayang.,Anger
suka gatal banget kalau yang ginian tidak disebarin.,Anger
"aku lihat ada yang sampai bilang ""kamu mengharapkan apa dari komunitas ini"". kayak, anjir banget kamu. kalau sekiranya kamu tidak nyaman ada di satu komunitas, dan kamu cuma suka salah satu anggota, tolong tidak usah mengaku bagian dari komunitasnya.",Anger
jadi kamu yang suka kentut diam-diam. mana bau banget lagi.,Anger
gak paham aku. emang harus banget kamuu laporan kalau punya pacar ketiga. justru itu waktu yang tepat buat ngenalin kalau te itu pacar lo. goblok.,Anger
sinyal kenapa suka banget bapuk tiba-tiba. emosi allahu.,Anger
"suka heran sama tipe manusia yang tidak ada angin tidak ada hujan, tau-tau sinis banget tiap diajak ngobrol, tapi cuma ke lu doang. ke yang lain biasa aja. kenapa. kasih tahu saja napa salah gue dimana.",Anger
"semenjak bisa belanja online, beliau suka beli barang yang sebenarnya tidak dibutuhkan banget. ujung-ujungnya disimpan di sembarang tempat. ibu jadi ngedumel karena jengkel.",Anger
"benar banget. gue exol dari zaman overdose. pas orang tahu gue exol, pada bingung kok gue masih suka sama mereka padahal mereka sudah tidak terkenal dan sudah tua. pengen banget gue sumpel mulutnya pakai kaos kaki. gue tidak jawab karena takut jadi ribut, langsung gue tinggal saja.",Anger
itu tidak tahu harga akun atau gimana. suka nyesek kalau ditawar sampai jatuh banget. mana upf sekarang susah.,Anger
"kelakuan temanku suka kayak gitu. bilangnya otw, eh tau-taunya lama banget.",Anger
guru gue campur-campur aksennya. suka kudu teliti banget lihat gerak bibirnya.,Anger
"suka kesel tidak sih, ketika sudah dibantuin, tidak bilang makasih. bukannya gue mau ngemis ucapan terima kasih, tapi sifat lo jadi jelek di mata gue. apa susahnya ngetik makasih.",Anger
"saat itu juga pengen gue tonjok, tapi ditahan. jadinya gue dorong saja sampai jatuh dari bangku. kalau suka tuh bilang. lah ini malah bikin tiga kelas benci gue semua. sampai ada yang bikin grup ""hatersnya bella"". alay banget goblok.",Anger
"masalahnya yang spread hate nih cowok. ya allah gue keseringan ribut sama cowok mulu zaman smp. bolak-balik masuk bk karena ribut mulu. pas ditanya alasannya, bangsat banget. ""saya tidak suka dia bercanda sama yang lain selain sama saya bu.""",Anger
"jahat banget. buat kalian laki-laki, tolong jangan suka jajan sembarangan.",Anger
"dia ngeselin banget ke gue. suka banget ngisengin, tapi dia andalan para guru. wibu (cuma gue banget), produktif tidak seperti saya, social butterfly banget, gampang akrab sama orang.",Anger
"kasihan ceweknya pasti sedih banget. ya kalau lo punya pacar cowok juga jangan begitu. gue tahu di indonesia susah nerima, kadang gue saja yang suka masih nutupin, tapi jangan menyakiti orang lain demi nutupin kenyataan. sama saja lo selingkuh. kasihan cowok sama ceweknya.",Anger
"duh anaknya nanti kelakuannya mirip gue banget deh. biar bisa dinasihatin terus tiap hari. daripada dulu suka nyindir gue berkedok self reminder, mending langsung kasih copy-paste saja ke mereka.",Anger
saya sering banget seperti ini. apalagi sekolah suka banjir kalau hujan. jadi nyusahin.,Anger
kanye nih kenapa suka banget nyenggol yang lagi naik. toxic anjing.,Anger
"mereka suka playing victim gitu. pajamas kesel banget. nanti merembet kemana-mana. kayak semalam bela th dibilang solo stan, aneh.",Anger
"aku memang orangnya suka bercanda, tapi bukan berarti tidak bisa serius. tolonglah lebih pintar, tidak semuanya bisa kamu candain. jangan biasain bikin orang risih dengan sikap kamu. jadi sekarang aku minta tolong, tolong semua uncrush aku, tolong banget. aku tidak nyaman, maaf.",Anger
"berisik banget, tidak suka.",Anger
"buset, parah banget ya logika ibu ini. keluarga ibu yang jadi karyawan tidak ada yang merasa keberatan ya, dengan kebijakan timpang ini. cek deh lapangan, banyak pengangguran, pesangon dari perusahaan suka tidak jelas. ngomongin jkp, tidak semua orang juga mau di jkp. sampai kesel saya.",Anger
"soalnya tiap ketemu yang ngaku suka banget sama muse, kalau ditanya ""oh suka muse, suka lagu muse apa?"" ""supermassive dan starlight mas."" pergi jauh-jauh kamu.",Anger
namanya plot hilangnya maksa. entah mereka mau akhiri dengan seolah-olah ketemu saja atau dibuat hilang terus sampai yang punya raga balik. cuma kemarin saja aku nonton sudah kesel bawaannya. tidak suka banget sama plot hilang ini.,Anger
"di dunia nyata sering banget nemu model cowok begini. bucin sama istrinya pamer kemesraan di sosial media. sudah biasa lihat cowok model begini, tau-tau punya simpanan dan suka check in sama cewek lain. makanya sampai sekarang susah banget percaya sama yang namanya laki-laki. apa masih ada cowok yang tulus dan setia.",Anger
"hadeuh, kalau inget bulan ini bikin sakit hati banget anjing. sudah deket lama, aku nya sudah suka, eh malah ujung-ujungnya sama adik kelasnya. kan anjing, kesel sendiri jadinya.",Anger
"sekarang lagi zaman yang tidak suka film atau drama korea juga ikut hype film atau drama korea. nanti review jelek. halah, kalau memang sudah tidak into mah, mau sebagus apapun bakalan tidak masuk. heran deh pada senang banget review jelek ke sesuatu yang lagi rame, dikira keren banget apa ya.",Anger
"benci banget sama akun akgae, akun yang suka bahas satu member saja, terus suka berantem sama akun lain. sudah aku bubarkan. berantem gitu lama-lama bakal saling jelekin member lain, terus berubah jadi akgae. aku malas mutualan sama orang kayak gitu.",Anger
suka banget nge-tease jay. sadar diri woy.,Anger
"hahaha betul sekali. aku saja susah kalau sudah tidak suka sama orang, bencinya sampai lama banget.",Anger
"tapi kamu selalu ngasih argumen seakan kamu doang yang sakit. kalau memang kamu tidak suka sama aku, ya sudah tinggalin aku dari awal. tidak perlu ngerespon lebih dari itu. justru kamu ngerespon seakan yang bakal kejadian nyata banget.",Anger
"coba deh, sehari saja puasa gosip, tidak ngomongin orang. kira-kira bisa tidak.",Anger
"emang kenapa saya cinta bendera merah putih, saya cinta negara indonesia. situ tidak suka bendera indonesia. terus mau merongrong ogah kerja atau gimana. kalau berani ngomong sini, tidak usah sembunyi, pengecut.",Anger
"bisnis haram nih artis indonesia yang suka banget bekerja dengan uang haram. hindari dan jauhi bisnisnya, karaoke dan lain-lain. biadab banget mengajak masyarakat ke hal-hal yang negatif. jauhi mereka semua para artis yang menjerumuskanmu ke neraka jahanam.",Anger
"weekend-nya tidak santai, banyak hapalan.",Anger
"dulu untuk jadi ustadz di pesantren, ya harus sudah mumpuni dalam bidangnya. bukan siapa saja boleh, tidak kayak sekarang banyak sesat.",Anger
ya syukuri saja biar tidak nyinyir nyebar fitnah. biasa saja lah.,Anger
"jangan cuma beraninya nge-dm doang. buktikan dengan ngajak kita ngeroom, jadi bisa dibuktikan semuanya. tidak semata bualan atau halu saja.",Anger
"nikmatin. saya ada dua yang asli, jarang ada kabar. yang satu lagi malah kadang jadi teman, jadi musuh, jadi teman mabuk dan lain-lain. kesel.",Anger
ada yang mulai sebar bacot. pesan prabowo ke seluruh kader gerindra: jangan jauh-jauh dari ulama.,Anger
"sangat, sangat kesal dan merasa tidak enak. aku biasa memperkenalkan suasana keseluruhan album melalui highlight clip untuk setiap album. tujuannya adalah untuk memaksimalkan dan meningkatkan karakteristik musik secara visual melalui video dengan kualitas terbaik.",Anger
"yang sedang saya alami. kemarin saya ada hubungan sama seseorang. tiga tahun aku sama dia. kita sudah sama-sama dewasa. saya berusaha finansial. tapi dia malah santai kayak tidak mikir gimana caranya. saya sabar, telaten sama dia. tapi dia seenaknya saja.",Anger
pengen mengumpat seperti biasa.,Anger
"serpihan apa. si anis beruntung mewarisi hasil kerja jokowi, ahok, jarot. dia tinggal cengar-cengir gunting pita kayak badut goblok. mrt sudah jadi, busway sudah pakai bis eropa, kampung pulo sudah normal, kalijodo sudah rata. coba sebut satu saja pembangunan si anis yang berguna.",Anger
"kan arteria dahlan cuma wakil rakyat. lah terus rakyat yang punya hak diabaikan begitu saja. kalau begitu tidak usah menjadi wakil rakyat, biar rakyat sendiri yang bertindak dan menindaklanjuti setiap kejahatan dan kasus. kesel bacanya.",Anger
lebih bagus kamu murtad daripada ngaku islam tapi bikin sampah di islam. malah ngotor-ngotorin saja.,Anger
"hebatnya indonesia. tidak cuma pemilunya saja, tes covid pun juga begitu.",Anger
"orang normal sarapannya makanan, larinya ke perut. lah kita pagi-pagi sarapan bikin kepala kejang.",Anger
"ujung-ujungnya jadi bangkai saja, buang-buang duit, tidak guna, tidak ada satu pun proyek yang sukses. kesel, mau tampol.",Anger
"emosi sudah sama cowok yang suka nanya begini. memangnya semua cewek cuma mau naik mobil. kalau dulu pernah punya pengalaman begitu sama cewek, ya berarti emang cewek itu bukan target pasar kamu, bro. cewek juga biasa ke mana-mana naik ojol, bro.",Anger
"itu orang muka badak, merusak nama pp saja.",Anger
"kalau biasa dengar apa kata pastor, jangan ngomongin al-qur'an. lompat pagar namanya. jangan jadi begitu lah.",Anger
"iya, sebagai lulusan fakultas hukum malunya luar biasa dan sangat tidak tahu diri. menyedihkan.",Anger
"lah yang bicara soal hoaks siapa, bos. hoaks itu tentu aturan hukumnya. di sini bahas kelakuan buzzerp yang seluruh berbeda pandangan politik lalu disebut kadrun. kalau soal hoaks ya pasti pidana lah. jangan kau katakan orang kritik ke pemerintah itu hanya menebarkan hoaks saja.",Anger
